OG0004000	GO:0005856,GO:0031032,GO:0008092
OG0005094	GO:0004864,GO:0009966,GO:0043666
OG0006116	GO:0005787,GO:0006465,GO:0016020,GO:0045047
OG0005331	GO:0003755,GO:0000785,GO:0005730
OG0006037	GO:0016020,GO:0005783,GO:0030674
OG0005252	GO:0003677,GO:0006355,GO:0006357,GO:0048856,GO:0000978,GO:0000981
OG0005180	GO:0005515,GO:0046872
OG0006044	GO:0008893
OG0004439	GO:0070888,GO:0046983,GO:0000981,GO:0003700,GO:0005634,GO:0007423,GO:0045944,GO:0061564
OG0005166	GO:0046983,GO:0003677,GO:0006355
OG0004525	GO:0005737
OG0005317	GO:0003735,GO:0005762,GO:0006412,GO:0015934,GO:0005840
OG0007001	GO:0005783,GO:0055088,GO:0016020
OG0005159	GO:0005515
OG0006130	GO:0045736,GO:0097322,GO:0000122,GO:0005737,GO:0004861,GO:0017069,GO:0005634,GO:0005654
OG0003733	GO:0006886,GO:0031267,GO:0006606
OG0004532	GO:0030246,GO:0016020
OG0004381	GO:0016616,GO:0003979,GO:0005634,GO:0006024,GO:0051287
OG0004288	GO:0005634,GO:0033260
OG0005410	GO:0036211,GO:0009249,GO:0033819
OG0004611	GO:0030170,GO:0008483,GO:0003867,GO:0005739,GO:0009450,GO:0009448,GO:0034386
OG0005238	GO:0005576,GO:0005515
OG0004446	GO:0046982,GO:0006272,GO:0006974,GO:0008622,GO:0008623,GO:0031490,GO:0031507
OG0003582	GO:0030041,GO:0034314,GO:0005885,GO:0015629,GO:0051015,GO:0005200
OG0004604	GO:0006355,GO:0008270,GO:0043565,GO:0003700,GO:0003677,GO:0004879
OG0003647	GO:0016491
OG0003489	GO:0005515
OG0003740	GO:0000398,GO:0000481,GO:0045292,GO:0046540
OG0004382	GO:0008612,GO:0005737,GO:0034038
OG0005174	GO:0051764,GO:2000251,GO:0005515,GO:0007009,GO:0005654,GO:0005829,GO:0030838,GO:0051017
OG0003806	GO:0035556,GO:0004672,GO:0006468,GO:0004383,GO:0005524,GO:0006182,GO:0009190,GO:0001653,GO:0004016,GO:0016849,GO:0005886,GO:0007168,GO:0016020
OG0005253	GO:0006468,GO:0005524,GO:0004672
OG0005325	GO:0030659,GO:0042626,GO:0055085,GO:0140359,GO:0005524,GO:0016887,GO:0016020,GO:0005886
OG0004540	GO:0016020,GO:0043066,GO:0044183,GO:0005515,GO:0003755,GO:0005740,GO:0005829,GO:0006457,GO:0012505
OG0006052	GO:0048478,GO:0003676,GO:0008270,GO:0005634,GO:0005681,GO:0033260,GO:0033314,GO:0044773
OG0006203	GO:0005813,GO:0005814,GO:0015631,GO:0060271,GO:0061511
OG0003583	GO:0005840,GO:0006412,GO:0008097,GO:0003735,GO:0022625,GO:0000027
OG0003734	GO:0016020,GO:0072657
OG0004368	GO:0016020,GO:0072657
OG0003576	GO:0016020,GO:0045217
OG0005246	GO:0030672,GO:0031594,GO:0035249,GO:0042734,GO:0043195,GO:0061789,GO:0098831,GO:0099525,GO:0005509,GO:0005543,GO:0005516,GO:0005886,GO:0007268,GO:0016081,GO:0016082,GO:0017075,GO:0019992
OG0006117	GO:0005856,GO:0031032
OG0006045	GO:0006564,GO:0004648,GO:0005737,GO:0030170
OG0005404	GO:0009190,GO:0035556,GO:0016849,GO:0004016,GO:0005886,GO:0007189
OG0006038	GO:0016460,GO:0005509
OG0005332	GO:0055085,GO:0005743
OG0005260	GO:0000077,GO:0003682,GO:0003689,GO:0006281,GO:0033314
OG0006210	GO:0005524,GO:0016887,GO:0008270,GO:0046983,GO:0005759,GO:0051603,GO:0006457,GO:0051082,GO:0140662
OG0005088	GO:0099503
OG0005411	GO:0005515
OG0004375	GO:0016773,GO:0005783,GO:0005975,GO:0006006,GO:0043843
OG0004605	GO:0003987,GO:0006085,GO:0016208,GO:0019427
OG0006124	GO:0007517,GO:0045663,GO:0046983,GO:0000978,GO:0000981,GO:0006355,GO:0006357
OG0004526	GO:0043231,GO:0051537,GO:0005739,GO:0106034
OG0003820	GO:0005737,GO:0016831,GO:0016830,GO:0019752,GO:0030170
OG0003648	GO:0005802,GO:1902004
OG0003662	GO:0005634,GO:0006355
OG0006131	GO:0006284,GO:0017065,GO:0000703,GO:0004844
OG0003727	GO:0003743,GO:0005737,GO:0005852,GO:0005515,GO:0008233,GO:0008237
OG0004612	GO:0005794,GO:0051049,GO:0019904
OG0003813	GO:0005524,GO:0006265,GO:0003677,GO:0003918,GO:0000712,GO:0000819,GO:0005634,GO:0006259
OG0005318	GO:0000139,GO:0005789,GO:0006506
OG0003590	GO:0006468,GO:0007169,GO:0016020,GO:0005524,GO:0004713,GO:0004672,GO:0022008,GO:0033674,GO:0004714,GO:0043066,GO:0005886,GO:0043235,GO:0007275,GO:0008284,GO:0009925
OG0005181	GO:0030203,GO:0004563,GO:0005975,GO:0004553,GO:0005886,GO:0006517,GO:0016020,GO:0016231
OG0004454	GO:0019843,GO:0022627,GO:0042274,GO:0003735,GO:0006412,GO:0015935,GO:0003723
OG0004447	GO:0004527,GO:0005634,GO:0003676,GO:0006364,GO:0008408
OG0004533	GO:0016020,GO:0016192,GO:0048193
OG0004383	GO:0005515,GO:0005925,GO:0051015
OG0003649	GO:0043235,GO:0051897,GO:0004672,GO:0006468,GO:0005524,GO:0005886,GO:0007169,GO:0007275,GO:0007409,GO:0010976,GO:0033674
OG0006132	GO:0042073,GO:0120170,GO:0005515,GO:0005879,GO:0030992
OG0003742	GO:0005515,GO:0070588,GO:0005216,GO:0005262,GO:0006811,GO:0016020,GO:0055085
OG0003735	GO:0006412,GO:0003735,GO:0005840
OG0006211	GO:0005737,GO:0016567,GO:0061630
OG0006039	GO:0005515,GO:0007165,GO:0005829,GO:0006915,GO:0008285,GO:0035329,GO:0042127,GO:0043065,GO:0060090
OG0004534	GO:0003735,GO:0005840,GO:0006412,GO:0002181,GO:0022625
OG0006125	GO:0005737,GO:0006751,GO:0061928
OG0003591	GO:0003677,GO:0006355,GO:0006357,GO:0048856,GO:0000978,GO:0000981
OG0005096	GO:0005615,GO:0008081
OG0003656	GO:0005515,GO:0005737,GO:0036158,GO:0043014,GO:0045504
OG0004613	GO:0005737
OG0004541	GO:0002244,GO:0005515
OG0005261	GO:0042373,GO:0047057,GO:0017187
OG0005405	GO:0005815,GO:0005929,GO:0030992,GO:0060271
OG0004369	GO:0005254
OG0003900	GO:0016787,GO:0006482,GO:0051723
OG0003807	GO:0005768,GO:0032511
OG0005326	GO:0005515,GO:0007165
OG0003814	GO:0000463,GO:0003723,GO:0003735,GO:0022625
OG0006053	GO:0000118,GO:0003714,GO:0005667,GO:0006357,GO:0045892
OG0003584	GO:0005515
OG0005175	GO:0005515,GO:0045197,GO:0005912,GO:0045211,GO:0009790,GO:0097120,GO:0014069,GO:0098609,GO:0016323,GO:0098887,GO:0019901,GO:0098968,GO:0030054,GO:0043113
OG0004448	GO:0004252,GO:0005777,GO:0016485,GO:0031998
OG0007003	GO:0005515,GO:0007035,GO:0043291
OG0003728	GO:0005515,GO:0005737,GO:0005886,GO:0006897,GO:0016197,GO:0030132,GO:0045296,GO:0005509
OG0004455	GO:0016020,GO:0019899,GO:0031966,GO:0033119,GO:0034620,GO:0060702,GO:2001234
OG0007010	GO:0043087
OG0005319	GO:0006508,GO:0008236
OG0004390	GO:0005615,GO:0031012
OG0005182	GO:0000124,GO:0003712,GO:0006357
OG0005254	GO:0008270,GO:0003676,GO:0003729,GO:0005634,GO:0048024,GO:0003723
OG0005413	GO:0005794,GO:0006468,GO:0016773
OG0006126	GO:0005198,GO:0005634,GO:0005829,GO:0006511,GO:0008541
OG0006212	GO:0016874,GO:0004485,GO:0005739,GO:0006552,GO:1905202
OG0005420	GO:0035091
OG0004607	GO:0005515,GO:0004601,GO:0006979,GO:0020037,GO:0005615
OG0004384	GO:0007186,GO:0019001,GO:0031683,GO:0003924,GO:0007165,GO:0005737,GO:0005834,GO:0007188,GO:0007191,GO:0001664,GO:0007606
OG0005255	GO:0005525,GO:0003924,GO:0035556
OG0006205	GO:0003677,GO:0008270,GO:0005515
OG0005248	GO:0071526,GO:0017154,GO:0005515,GO:0002116,GO:0005886,GO:0030334
OG0003822	GO:0006623,GO:0007005,GO:0045053,GO:0005515
OG0003750	GO:0071846,GO:0071933,GO:0003779,GO:0030864,GO:0034316
OG0005183	GO:0016887,GO:0051082,GO:0005524,GO:0140662,GO:0006457
OG0005327	GO:0005216,GO:0005262,GO:0005886,GO:0055085,GO:0006811,GO:0016020,GO:0098703,GO:0005515
OG0005097	GO:0005654,GO:0005730
OG0003671	GO:0005121,GO:0005576,GO:0008083,GO:0021556,GO:0045087
OG0007011	GO:0016020,GO:0004930,GO:0007186,GO:0004983,GO:0005886,GO:0008188
OG0004449	GO:0005576,GO:0005184,GO:0007623
OG0003592	GO:0019773,GO:0006511,GO:0043161,GO:0005839,GO:0051603
OG0005341	GO:0005634,GO:0045892,GO:0032021,GO:0034244
OG0004377	GO:0047536,GO:0009058,GO:0030170
OG0006133	GO:0008234,GO:0006508,GO:0004869
OG0007004	GO:0001784
OG0004542	GO:0016020,GO:0055085,GO:0006811,GO:0006884,GO:0015377,GO:0015379,GO:0055064,GO:0055075,GO:1902476,GO:1990573
OG0004614	GO:0006486,GO:0016020,GO:0016758,GO:0000139,GO:0006493,GO:0016757
OG0005406	GO:0004722,GO:0004741,GO:0005739,GO:0006470,GO:0043169
OG0005334	GO:0003723,GO:0003676
OG0005190	GO:0005643
OG0004621	GO:0005509
OG0003815	GO:0061564,GO:0070888,GO:0046983,GO:0000981,GO:0003700,GO:0005634,GO:0007423,GO:0045944
OG0003736	GO:0004653,GO:0005794,GO:0006493
OG0004528	GO:0005515
OG0004456	GO:0005179,GO:0005576,GO:0009416
OG0003657	GO:0016020,GO:0005886
OG0005262	GO:0016887,GO:0005737,GO:0005524
OG0003585	GO:0035556,GO:0004672,GO:0005524,GO:0006468
OG0005176	GO:0009298,GO:0004476,GO:0005975,GO:0008270,GO:0005829
OG0003729	GO:0005515
OG0005169	GO:0005770,GO:0005886,GO:0006622,GO:0008333,GO:0032780,GO:0035091,GO:0043271,GO:0045022,GO:0003779,GO:0004672,GO:0005524,GO:0006468,GO:0005769
OG0003499	GO:0060294,GO:0005634,GO:0015630,GO:0060271
OG0004543	GO:0000381,GO:0003723,GO:0005634,GO:0071011,GO:0005737,GO:0006397
OG0003830	GO:0015165,GO:0016020,GO:0090481,GO:0000139
OG0003586	GO:0000977,GO:0000981,GO:0005634,GO:0006357
OG0005256	GO:0005975,GO:0005516,GO:0005964,GO:0005977
OG0004529	GO:0000287,GO:0002189,GO:0004749,GO:0005524,GO:0005737,GO:0006015,GO:0006164,GO:0009165,GO:0009156
OG0006134	GO:0005929,GO:0044782
OG0004622	GO:0005509
OG0006055	GO:0009922,GO:0016020,GO:0005789,GO:0019367,GO:0030148,GO:0034625,GO:0034626,GO:0042761
OG0005421	GO:0005789,GO:0036503,GO:0005515
OG0004464	GO:0005525
OG0003751	GO:0000145,GO:0006887,GO:0000149,GO:0051601
OG0006206	GO:0005737,GO:0015031
OG0004299	GO:0006357,GO:0030182,GO:0003677,GO:0000981,GO:0006355,GO:0000977,GO:0005634
OG0006141	GO:0009890
OG0003902	GO:0008312,GO:0048500,GO:0006614,GO:0005786,GO:0030942
OG0005098	GO:0003677,GO:0005524,GO:0032508,GO:0006270,GO:0003678,GO:0042555,GO:0003697,GO:0005634,GO:0006268,GO:0006260,GO:0000727,GO:0006271,GO:0017116,GO:0016887
OG0005249	GO:0000978,GO:0000981,GO:0005634,GO:0006357
OG0005263	GO:0005737,GO:0006414,GO:0003746,GO:0005634
OG0007005	GO:0055085,GO:0016020,GO:0022857
OG0005342	GO:0004722,GO:0004741,GO:0005739,GO:0006470,GO:0043169
OG0005191	GO:0005829,GO:0009653,GO:0005515
OG0003658	GO:0035869,GO:0036064,GO:0060271
OG0006048	GO:0000052,GO:0006525,GO:0016403,GO:0016597,GO:0045429
OG0004615	GO:0005737,GO:0008541
OG0006213	GO:0008173,GO:0008168,GO:0000049,GO:0030488,GO:0001510,GO:0003723,GO:0005634,GO:0016428,GO:0005737
OG0005414	GO:0005525
OG0004701	GO:0005747,GO:0006120
OG0005407	GO:0005737,GO:0033925,GO:0004553,GO:0006517
OG0004378	GO:0005515,GO:0030991,GO:0035721,GO:0060271,GO:0061512,GO:0097730,GO:1905515
OG0003579	GO:0003735,GO:0005840,GO:0006412
OG0004471	GO:0002028
OG0003823	GO:0005515,GO:0007309,GO:0034709
OG0005184	GO:0005509
OG0006220	GO:0003824,GO:0016787,GO:0005829,GO:0006749,GO:0017168
OG0005177	GO:0005515,GO:0043005,GO:0007268,GO:0019900,GO:0016323,GO:0031594,GO:0019901,GO:0030054,GO:0099072,GO:0043113,GO:0045197,GO:0009790,GO:0097120,GO:0098609,GO:0098839
OG0006127	GO:0003676,GO:0005634,GO:0008270,GO:0000398,GO:0003723,GO:0005681
OG0003665	GO:0008010,GO:0062129
OG0007012	GO:0042421,GO:0004497,GO:0005507,GO:0016715,GO:0003824,GO:0004500,GO:0005615,GO:0006589,GO:0030667,GO:0042420
OG0004385	GO:0007034
OG0003593	GO:0006506,GO:0016787
OG0003816	GO:0006271,GO:0042575,GO:0043625,GO:0003677,GO:0006260
OG0004457	GO:0000978,GO:0001228,GO:0003700,GO:0005634,GO:0006357
OG0004536	GO:0061630,GO:0004842,GO:0005515,GO:0000209,GO:0006511
OG0005099	GO:0090263,GO:1905475,GO:0005886,GO:0009966,GO:0062023,GO:0005576,GO:0009986,GO:0016477
OG0005350	GO:0005537,GO:0007041,GO:0038023,GO:0005802
OG0003666	GO:0008010,GO:0062129
OG0005257	GO:0016791,GO:0005783,GO:0043812,GO:0046856
OG0005185	GO:0000122,GO:0000978,GO:0001228,GO:0005634,GO:0007420,GO:0030154,GO:0030182,GO:0045944
OG0005192	GO:0031151,GO:0000077,GO:0005634,GO:0006281,GO:0051726,GO:2000677
OG0005336	GO:0007264,GO:0005085,GO:0005886,GO:0007265
OG0003903	GO:0005515
OG0005264	GO:0016579,GO:0004843,GO:0005634,GO:0005829,GO:0004197,GO:0006282
OG0005408	GO:0006470,GO:0016311,GO:0004721,GO:0004439,GO:0008962
OG0005501	GO:0007015,GO:0015629,GO:0051015,GO:0005515,GO:0003779,GO:0031032
OG0004616	GO:0031083
OG0005271	GO:0000045,GO:0005789
OG0007006	GO:0005829,GO:0005886,GO:0008289,GO:0015248,GO:0016020,GO:0032934,GO:0097038
OG0004630	GO:0043138,GO:0045944,GO:0050684,GO:1990904,GO:0003725,GO:0003676,GO:0005524,GO:0003723,GO:0003724,GO:0004386,GO:0005622,GO:0005730,GO:0016887
OG0005415	GO:0000064,GO:0005739,GO:0006810,GO:0022857,GO:1990575
OG0003817	GO:0005515,GO:0005885,GO:0015629,GO:0034314,GO:0051015
OG0004544	GO:0005509
OG0004623	GO:0005739,GO:0005829,GO:0004842,GO:0005515,GO:0016567,GO:0008270
OG0004537	GO:0005515,GO:0007165,GO:0003953,GO:0030425,GO:0034128,GO:0035591,GO:0048678,GO:1901214
OG0004458	GO:0006260,GO:0006270,GO:0016887,GO:0000808,GO:0003677,GO:0005634,GO:0003688,GO:0005664
OG0003680	GO:0006511,GO:0031461,GO:0031625
OG0006207	GO:0005525,GO:0007165,GO:0016020,GO:0003924
OG0004393	GO:0098655,GO:0051262,GO:0005216,GO:0006811,GO:0016020,GO:0055085,GO:0005261,GO:0005886,GO:0030001
OG0007013	GO:0017108,GO:0030145,GO:0004518,GO:0003677,GO:0003824,GO:0016788,GO:0000287,GO:0004523,GO:0005634,GO:0008409
OG0003738	GO:0004672,GO:0006468,GO:0005524,GO:0004674,GO:0004693,GO:0005634,GO:0008353
OG0004551	GO:0005515
OG0003831	GO:0043161,GO:0005515,GO:0005634,GO:0005737,GO:0010992,GO:0043130
OG0005178	GO:0016592,GO:0003712,GO:0006357
OG0004609	GO:0008290,GO:0030036,GO:0030863,GO:0051015,GO:0051016
OG0006049	GO:0005515
OG0006128	GO:0032367,GO:0015918,GO:0032934
OG0003594	GO:0005758
OG0004472	GO:0005096,GO:0005765,GO:0010508,GO:0034198,GO:1904262,GO:1990130
OG0006214	GO:0000123,GO:0005634,GO:0006325,GO:0006355,GO:0035267,GO:0072487
OG0003752	GO:0030553,GO:0044877,GO:0098655,GO:0005216,GO:0006811,GO:0016020,GO:0055085,GO:0005221,GO:0005222,GO:0005223,GO:0005886,GO:0017071
OG0005502	GO:0000776,GO:0005654,GO:0005737,GO:0007094
OG0003760	GO:0006623,GO:0016192,GO:0032510,GO:0035658
OG0005258	GO:0016810,GO:0004038,GO:0005737,GO:0006145,GO:0016812,GO:0000256,GO:0008270,GO:0050897,GO:0016787
OG0004624	GO:0003723,GO:0006396,GO:0000387
OG0006136	GO:0005765,GO:0005770
OG0006129	GO:0017056,GO:0034398,GO:0044614,GO:0005643,GO:0006913,GO:0000973,GO:0003723,GO:0006405,GO:0006606,GO:0008139
OG0005430	GO:0008146,GO:0008467
OG0005409	GO:0005737,GO:0097352
OG0005344	GO:0005634,GO:0010468,GO:0043565
OG0006150	GO:0005515
OG0003588	GO:0005886,GO:0043296,GO:0045216
OG0004538	GO:0000214,GO:0000379
OG0007100	GO:0004623,GO:0006644,GO:0050482
OG0004473	GO:0016020,GO:0042277,GO:0043171,GO:0070006,GO:0008237,GO:0008270,GO:0006508,GO:0005615,GO:0005737
OG0003667	GO:0008010,GO:0062129
OG0003818	GO:0004095,GO:0005739,GO:0006635,GO:0016746
OG0003681	GO:0016192,GO:0030008,GO:0006888
OG0005272	GO:0003743,GO:0005085,GO:0005851,GO:0006413
OG0006301	GO:0016020,GO:0005886
OG0007021	GO:0006508,GO:0004198,GO:0005737,GO:0005509
OG0005423	GO:0006629,GO:0004465,GO:0005737,GO:0016042,GO:0016298,GO:0019369,GO:0032590,GO:0045211,GO:0046340
OG0003739	GO:0051793,GO:0097524,GO:0008126,GO:0034338,GO:0036126,GO:0043401,GO:0044255,GO:0046464,GO:0047372,GO:0048240,GO:0051792
OG0004552	GO:0000981,GO:0003677,GO:0006338,GO:0006357,GO:0000978
OG0006208	GO:0003676,GO:0008270,GO:0003725,GO:0003727,GO:0071011
OG0005179	GO:0048188,GO:0003723,GO:0005515,GO:0042800,GO:0003676
OG0004394	GO:0005739,GO:0009396,GO:0030272,GO:0035999
OG0005416	GO:0003735,GO:0005840,GO:0006412,GO:0015935
OG0007007	GO:0006614,GO:0005525,GO:0003924,GO:0005047,GO:0005785,GO:0006886,GO:0016887,GO:0005789,GO:0006605,GO:0016020,GO:0045047
OG0003832	GO:0010468,GO:0032783,GO:0005634
OG0006143	GO:0005634,GO:0006355
OG0005265	GO:0051497,GO:0005515,GO:0007165
OG0007014	GO:0032039,GO:0034472
OG0003753	GO:0032040,GO:0034388,GO:0005515,GO:0006364
OG0005193	GO:0004674,GO:0005925,GO:0007160,GO:0007229,GO:0034446,GO:0005515,GO:0004672,GO:0005524,GO:0006468,GO:0001725
OG0003746	GO:0004865
OG0004466	GO:0006813,GO:0008076,GO:0005249,GO:0016020,GO:0001508,GO:0071805,GO:0051260,GO:0005250,GO:0005515,GO:0005216,GO:0006811,GO:0055085
OG0005351	GO:0030527,GO:0003677,GO:0000786,GO:0046982
OG0006071	GO:0005515
OG0003674	GO:0061657,GO:0071569,GO:0005737,GO:0071568,GO:1990592
OG0003825	GO:0009058,GO:0004637,GO:0009113,GO:0004641,GO:0006189,GO:0005829,GO:0006164,GO:0005524,GO:0046084,GO:0004644,GO:0046872
OG0004387	GO:0005840,GO:0006412,GO:0003735,GO:0003723,GO:0022627
OG0006215	GO:0003779,GO:0016043
OG0003911	GO:0004867,GO:0005615
OG0004546	GO:0005886,GO:0016020,GO:0051180,GO:0055085,GO:0090482
OG0004618	GO:0005515,GO:0005654
OG0003912	GO:0016020
OG0005345	GO:0005886,GO:0015485,GO:0015918,GO:0016020,GO:0030299,GO:0032934,GO:0042632,GO:0005319
OG0005510	GO:0008010,GO:0040003,GO:0062129
OG0007008	GO:0005515,GO:0005543,GO:0003779,GO:0005200,GO:0008091
OG0006072	GO:0005515
OG0004553	GO:0005515,GO:0004252,GO:0006508,GO:0016020
OG0003754	GO:0006893
OG0003833	GO:0003723,GO:0003676,GO:0046872,GO:0004842,GO:0016567,GO:0030014
OG0003905	GO:0036409,GO:0005634,GO:0006355,GO:0008270,GO:0004402,GO:0000785,GO:0003682,GO:0003712,GO:0006357,GO:0010484,GO:0010485,GO:0016573
OG0004481	GO:0031966,GO:0033615
OG0006230	GO:0005506,GO:0016705,GO:0031418,GO:0005783,GO:0008475,GO:0017185
OG0007022	GO:0005737
OG0003761	GO:0004930,GO:0007186,GO:0016020
OG0004632	GO:0005634,GO:0010468,GO:0045944
OG0004704	GO:0000938,GO:0007030,GO:0007041,GO:0016020,GO:0032456,GO:0042147,GO:0048193,GO:1990745
OG0006223	GO:0016887,GO:0005524,GO:0005778,GO:0005829,GO:0016558
OG0003819	GO:0005634
OG0005431	GO:0005975,GO:0004568,GO:0005576,GO:0006032,GO:0008061,GO:0004553
OG0006151	GO:0003723,GO:0003676
OG0005266	GO:0036066,GO:0046922
OG0003682	GO:0005783,GO:0016236
OG0003596	GO:0003723,GO:0003735,GO:0005840,GO:0006412
OG0006302	GO:0030688,GO:0004674,GO:0005524,GO:0006468,GO:0003824,GO:0004672,GO:0005634,GO:0005829,GO:0030490
OG0003826	GO:0005515,GO:0005643,GO:0006405,GO:0006606,GO:0008139,GO:0017056
OG0004388	GO:0003723,GO:0005681,GO:0048024
OG0004625	GO:0001669,GO:0005516,GO:0005879
OG0006209	GO:0005737,GO:0042981
OG0005259	GO:0016324,GO:0030010,GO:0035091,GO:0005515,GO:0043296,GO:0045197,GO:0051660,GO:0000226,GO:0005912,GO:0005938,GO:0007155,GO:0008104
OG0005273	GO:0008270,GO:0005737,GO:0006511,GO:0007275,GO:0031624,GO:0043161,GO:0061630
OG0003840	GO:0009435,GO:0004516,GO:0005829,GO:0034355
OG0005503	GO:0005515,GO:0004190,GO:0006508,GO:0000062
OG0007101	GO:0005802,GO:0006886,GO:0006893,GO:0031267,GO:0016192,GO:0034394,GO:0035091,GO:0043130
OG0005280	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009913
OG0004395	GO:0005739,GO:0006635,GO:0016747,GO:0016746,GO:0003985
OG0006144	GO:0000502,GO:0030234,GO:0042176,GO:0005634,GO:0008540,GO:0034515,GO:0043161
OG0004474	GO:0008237,GO:0008270,GO:0000976,GO:0003682,GO:0005669,GO:0006367,GO:0016251
OG0005338	GO:0003723,GO:0005686,GO:0045292,GO:0006396,GO:0071004,GO:0071013,GO:0005515,GO:0000381
OG0003668	GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004715,GO:0005126,GO:0005829,GO:0007259,GO:0019221,GO:0030154,GO:0035556,GO:0005856
OG0006058	GO:0005515
OG0004560	GO:0006412,GO:0003735,GO:0005840
OG0004467	GO:0051260,GO:0005515
OG0005352	GO:0004672,GO:0005524,GO:0006468
OG0006137	GO:0016020,GO:0005886,GO:0033211,GO:0038023
OG0005188	GO:0003998
OG0006073	GO:0006468,GO:0004672,GO:0005524,GO:0004713
OG0004705	GO:0004653,GO:0005794,GO:0006493
OG0003834	GO:0001764,GO:0016020,GO:0031410
OG0005274	GO:0005615,GO:0005576,GO:0005769,GO:0005886,GO:0006826,GO:0055037
OG0004561	GO:0004114,GO:0007165,GO:0006355,GO:0008081
OG0006152	GO:0008191,GO:0005515,GO:0002020,GO:0005615,GO:0010033,GO:0010951,GO:0031012,GO:0051045
OG0003690	GO:0004252,GO:0006508
OG0004389	GO:0005615,GO:0031012
OG0006231	GO:0005515,GO:0007165
OG0003920	GO:0016020,GO:0005765,GO:0005886,GO:0031902,GO:0072594
OG0006303	GO:0016575,GO:0040029,GO:0004407
OG0004640	GO:0016491,GO:0019509,GO:0010309,GO:0006555
OG0005281	GO:0016020,GO:0004930,GO:0007186,GO:0007218,GO:0008188,GO:0004983,GO:0005886
OG0006224	GO:0001676,GO:0004467,GO:0005324,GO:0005789,GO:0005886,GO:0015245,GO:0044539
OG0005195	GO:0016887,GO:0016020,GO:0140359,GO:0005524
OG0005425	GO:0005737,GO:0004672,GO:0005524,GO:0006468,GO:0004674
OG0004396	GO:0005515,GO:0005052,GO:0005778,GO:0005829,GO:0016560
OG0004619	GO:0061630,GO:0005634
OG0003676	GO:0003735,GO:0005762
OG0005504	GO:0005509,GO:0007156,GO:0016020,GO:0005886,GO:0007155
OG0005353	GO:0005615,GO:0005509,GO:0005518,GO:0048856,GO:0050840,GO:0005515
OG0004554	GO:0005747
OG0006217	GO:0005576,GO:0008061,GO:0016491
OG0005432	GO:0005737,GO:0016316
OG0005267	GO:0050660,GO:0071949,GO:0006744,GO:0106364,GO:0005739,GO:0016705
OG0006080	GO:0045202,GO:0004930,GO:0007186,GO:0016020,GO:0004993,GO:0005886,GO:0007187,GO:0007197,GO:0007268,GO:0016907,GO:0030425,GO:0030594
OG0006138	GO:0005515,GO:0003723,GO:0003729,GO:0003743,GO:0016281
OG0004468	GO:0000978,GO:0000981,GO:0006357
OG0003683	GO:0003729,GO:0005634,GO:0036396,GO:0080009
OG0003841	GO:2000601,GO:0003779,GO:0005856,GO:0030036,GO:0031209,GO:0034237,GO:0071933
OG0006145	GO:0016020
OG0005418	GO:0009081,GO:0009098,GO:0009099,GO:0003824,GO:0004084,GO:0005739
OG0004712	GO:0045116,GO:0019781,GO:0008641,GO:0005634,GO:0005737,GO:0032446
OG0004626	GO:0003676,GO:0003677,GO:0031054,GO:0030527,GO:0046982,GO:0003729,GO:0008270,GO:0005634,GO:0005737
OG0007030	GO:0046872,GO:0005515,GO:0005829,GO:0035194,GO:0043186,GO:0004386
OG0006311	GO:0005509
OG0006139	GO:0005515,GO:0042799,GO:0005634
OG0006146	GO:0003700,GO:0006357,GO:0003677,GO:0000981,GO:0005634,GO:0006355,GO:0000978
OG0004720	GO:0005515
OG0004641	GO:0016301,GO:0004370,GO:0006072,GO:0005739,GO:0006071,GO:0006641,GO:0016310,GO:0046167,GO:0005975,GO:0016773
OG0003677	GO:0009143,GO:0047429,GO:0005737
OG0004706	GO:0007165,GO:0005515
OG0006218	GO:0000266,GO:0005739
OG0003756	GO:0034551
OG0003835	GO:0004411,GO:0005737,GO:0006559,GO:0006570
OG0006067	GO:0008289,GO:0005829,GO:0015248,GO:0015485,GO:0016020,GO:0032541,GO:0032934
OG0005189	GO:0008270,GO:0005515
OG0006225	GO:0005794
OG0003921	GO:0019905
OG0005268	GO:0005515,GO:0016020,GO:0055085,GO:0022857,GO:0034220,GO:0005216,GO:1902495,GO:0006811
OG0004713	GO:0034451,GO:0035869,GO:0097711,GO:1905349,GO:1905515
OG0003828	GO:0030968,GO:0005515
OG0005512	GO:0005267,GO:0016020,GO:0042802,GO:0071805
OG0007110	GO:0003713,GO:0005634,GO:0031490,GO:0045893
OG0004548	GO:0016020,GO:0140571
OG0003914	GO:0016491,GO:0032451,GO:0070988
OG0007031	GO:0006390,GO:0006392,GO:0030337,GO:0042645
OG0003684	GO:0005515
OG0004627	GO:0005515,GO:0001227,GO:0000978,GO:0003700,GO:0005634,GO:0005737,GO:0006357,GO:0010468,GO:0045165
OG0004469	GO:0005615,GO:0062023
OG0005347	GO:0000166
OG0003749	GO:0016192
OG0005196	GO:0003743,GO:0006413
OG0003598	GO:0035091,GO:0005768,GO:0010008,GO:0034498
OG0004483	GO:0008745,GO:0009253,GO:0008270
OG0004634	GO:0000123,GO:0044545
OG0004490	GO:0005886,GO:0017147,GO:0042813,GO:0060070
OG0003763	GO:0005524,GO:0004485,GO:0005739,GO:0046872
